player_id,player_name,Age,nationality,position,team_id,team_name,stats_id,established_year,coach_name,home_city,match_id,date,location,teamId_A,teamId_B,Score_A,Score_B,match_attendance,Goals,matches_played,tournament_Id,tournament_name,tournament_startDate,tournament_endDate,winner_teamId,VenueId,VenueName,capacity,SponsorshipId,SponsorName,ContractAmt,ContractStartDate,ContractEndDate,Injury_Id,InjuryDescription,InjuryDate,RecoveryTime,sale_id,item_id,SaleDate,Quantity,TotalSaleAmt,item_name,Price,StockQuantity
2759,Elinor Bahde,26,Sri Lanka,Defender,5,Tigers,9188,1964,Steffi Benning,Battaramulla South,432,03/21/2006,Pyatnitskoye,4,9,4,10,61889,5,68,68,Mega Masters Tournament,06/16/2002,02/14/1980,6,14,Mythical Market,91056,12,Dody Geekin,940102,05-11-1983,09/29/1992,9,Ankle Sprain,09/27/1996,10,578,8,05-09-1996,844,89902,Team Scarf,315,3241
2760,Gilberto Gulc,20,Afghanistan,Defender,6,Falcons,1280,1989,Dionne Beddow,Sang-e Māshah,388,03/28/2010,Monte da Chaminé,5,8,9,4,75652,6,45,79,Champion's Cup,06/30/2022,03/16/2022,7,29,Fairytale Park,20619,13,Dody Croad,352637,05-10-2003,11-05-1985,11,Hip Flexor Strain,03/20/1985,10,621,3,04/24/2016,17,67416,Soccer Ball,289,6268
2761,Celestyna Stubbins,43,Canada,Goalkeeper,9,Tigers,5963,1990,Sheila-kathryn Pendreigh,Smithers,486,08/18/1995,Tuntum,2,8,0,2,54011,4,33,83,Elite Championship Challenge,11-10-2012,11/26/2004,6,24,Neon Nexus,28832,79,Junia Verbruggen,359794,07/30/1992,04/27/2018,7,Neck Strain,04/22/2018,4,565,8,03-09-1987,921,10877,Goalkeeper Gloves,508,6108
2762,Timofei Chevers,23,Indonesia,Forward,5,Panthers,826,1945,Nedda Hedaux,Mangunjaya,165,04/29/1983,Gravataí,7,4,4,6,83992,10,70,21,Supreme Showdown Series,01-05-2003,06/22/2004,5,8,Dreamland Dome,42624,51,Darlleen Robison,868866,07-11-2012,08/24/2014,10,Turf Toe,06-03-2022,12,591,5,11/17/1991,720,42607,Goalkeeper Gloves,704,1009
2763,Fedora Duddin,18,France,Goalkeeper,8,Dragons,4056,1981,Fanya Stidever,Béthune,298,12/16/1989,Balta,6,5,5,1,90961,0,60,17,Grand Arena Showdown,06/14/1986,02-02-1989,7,15,Bronze Bowl,94358,10,Emlyn McCreedy,613648,05/31/2015,10/27/2004,4,Ankle Sprain,06/22/2009,5,406,8,04/19/2022,371,84876,Coach Clipboard,343,1147
2764,Rabbi Easom,30,Croatia,Goalkeeper,9,Bears,2044,1952,Blair Trinder,Bršadin,259,07-04-1999,Quintãs,10,2,4,0,2176,4,21,63,Master's Duel,06/30/2003,02/28/2009,1,5,Sapphire Stadium,43991,14,Johannah Glitherow,487692,07/25/2022,05-06-1983,6,Knee Injury,07/16/1986,4,342,3,01/21/2004,202,22742,Team Scarf,993,4419
2765,Vickie Iwanicki,41,United States,Midfielder,10,Eagles,3413,1955,Vilma Rajchert,Carson City,244,02/27/2009,Phanna Nikhom,3,1,4,10,12133,7,34,95,Elite Championship Challenge,07-11-1986,04/27/2002,1,27,Celestial Court,65063,20,Ruthe Freund,491409,09/22/2015,07/15/1995,12,Hamstring,04-10-2002,2,108,9,02-11-1993,591,21995,Training Cones,715,7640
2766,Loni Jaqueminet,43,Brazil,Midfielder,6,Dragons,7474,1970,Padget Delucia,Santa Maria,431,07/25/2003,Nkhotakota,4,6,2,9,39384,9,64,21,Gladiator Games,07/16/1997,08/13/1987,6,23,Violet Valley,7302,6,Feodora Colombier,130929,12/23/2000,07/21/2012,4,Elbow Tendonitis,10/28/1984,3,228,7,06/23/2010,549,79479,Referee Whistle,118,6109
2767,Lloyd Redwing,44,Philippines,Goalkeeper,8,Falcons,4041,1959,Guenevere De Cruz,Kayapa,173,10/24/1993,Novoselec,10,5,9,8,12810,6,14,59,Champion's Cup,02/21/1998,08/17/2003,4,31,Ivory Field,70368,80,Tami Kaiser,810372,09/23/1995,01-02-1986,19,Shoulder Dislocation,01-10-2019,4,183,10,01/31/2005,670,38886,Stadium Seat Cushion,597,4436
2768,Jeffrey Vowels,35,Sweden,Forward,6,Eagles,4047,2010,Stacey Knolles-Green,Stockholm,449,04-07-1982,Zwedru,10,3,1,7,44995,7,71,27,Battle Royale Bash,12-01-1982,10/23/2012,2,44,Legend Land,97630,69,Anders Suddards,121954,10-07-1989,03/28/2011,1,Plantar Fasciitis,04/23/2009,1,784,5,12-01-1993,725,7417,Referee Whistle,737,219
2769,Colby Salan,19,Peru,Goalkeeper,7,Eagles,6519,2000,Tod O'Corren,Lima Pampa,464,09-01-1985,Pontal,2,2,6,1,84798,6,63,41,Legendary Battle Royale,06/14/1989,11-06-2020,7,21,Mythical Museum,72017,15,Ramona Kunkler,992416,07/23/1995,05/16/1994,3,Plantar Fasciitis,07-03-2011,12,658,4,07/13/2014,108,74809,Referee Whistle,789,6928
2770,Blinnie Loftin,32,Philippines,Defender,6,Sharks,5189,1946,Robinetta Rowledge,Lagayan,407,09-02-2011,Zhulebino,6,6,8,1,86531,2,83,76,Ultimate Warrior Showdown,02-01-2022,06/25/2007,3,6,Mythical Museum,4290,12,Dalton Hedger,130808,07/24/2013,04/19/2010,19,Ankle Sprain,07/22/1982,11,214,5,07/20/2020,361,37908,Training Cones,441,1172
2771,Kayla Osipenko,43,Ivory Coast,Forward,5,Thunder,8039,2017,Louisa Lewer,Oumé,456,11/28/1980,Lobito,8,2,10,0,93829,7,90,17,Ultimate Warrior Showdown,02/15/2012,01/20/2023,4,47,Violet Valley,49696,16,Quintilla Barbey,502132,10/31/1987,05/20/1999,12,Hip Flexor Strain,12/14/2021,4,19,3,09-12-1984,716,86075,Referee Whistle,780,4548
2772,Stinky Baldoni,25,China,Midfielder,2,Tigers,6237,1953,Tull Cruddace,Lianyuan,411,01/26/2001,Pau,4,5,3,5,34477,4,28,22,Gladiator Games,10/19/1980,02/27/1989,3,44,Ivory Field,54049,84,Welbie MacCole,18976,11/21/2016,01/14/2004,10,Pulled Quad,05/30/1983,4,356,2,08-08-2022,506,32265,Training Cones,126,6699
2773,Jose Tregenna,45,Colombia,Goalkeeper,4,Dragons,3492,1997,Earl McKibben,Palermo,253,03/29/1987,Banjar Sengguan,4,9,9,10,61365,0,47,55,Champion's Cup,04/28/1998,08/14/1983,4,46,Magical Mall,35227,38,Tina Wincom,213623,07-09-1991,11/14/2006,8,Wrist Sprain,10/15/2002,9,551,5,06-04-2022,678,34834,Team Scarf,934,4253
2774,Juliette Gebby,25,Indonesia,Midfielder,4,Eagles,5781,2023,Jermain Geldert,Setono,265,06-09-2000,Huancheng,1,7,9,1,75230,10,6,55,Ultimate Warrior Showdown,01-02-1985,02/14/2004,9,23,Copper Coliseum,17307,47,Kellby Scrivener,804360,05/14/2010,02-12-2023,7,Torn ACL,12/28/2002,8,789,5,11/20/1983,59,55294,Referee Whistle,227,8389
2775,Moira Sharpous,19,Russia,Goalkeeper,2,Lions,6918,1978,Blinnie Facey,Novoshakhtinsk,146,01-10-1987,Těšetice,4,9,3,6,30852,2,8,52,Gladiator Games,02/17/2017,09-07-1985,1,16,Whimsical Woods,98473,31,Rosanna Matfin,737605,02-07-1986,03-04-2017,16,Pulled Quad,09-11-1984,10,682,6,05/13/1994,344,18918,Water Bottle Holder,147,9373
2776,Yard Cockshutt,35,Chile,Defender,7,Tigers,8090,1976,Dorie Howard,Lo Prado,374,05-06-2017,Pridonskoy,7,4,0,4,88030,7,44,34,Gladiator Games,07/22/2014,12/31/1982,7,43,Legendary Arena,98636,21,Anne-corinne Capron,672581,11-12-1983,04/21/1986,17,Torn ACL,10/26/1985,5,544,6,11/15/2000,445,43604,Training Cones,288,3136
2777,Geralda Tolputt,20,Albania,Forward,6,Dragons,5603,2016,Saul Bullant,Delvinë,274,07/23/2023,Gaibei,4,9,4,4,27955,1,71,4,Legendary Battle Royale,03/17/1980,09/22/1983,2,35,Whimsical Woods,71716,42,Dyane Curtin,443175,01/20/2016,02/26/1989,10,Groin Strain,07/26/2012,11,115,10,08/13/1991,388,24632,Water Bottle Holder,180,6391
2778,Nan Calkin,25,Philippines,Goalkeeper,8,Tigers,4351,2002,Antoine Mehmet,Taypano,451,10/17/2018,Kingisepp,5,10,3,4,38504,10,83,48,Epic Clash Challenge,08-12-1982,12/19/2019,9,28,Golden Gate Field,37394,86,Callie Faltin,690615,07/14/1991,06-09-2018,10,Knee Injury,08/17/1992,7,394,7,02/14/2008,804,80551,Football Jersey,384,8829
2779,Cris Leeburn,28,Marshall Islands,Forward,4,Eagles,5023,2020,Elianora Rehme,Jabat,294,01-12-1994,Butungan,2,7,3,2,13925,4,15,30,Ultimate Showdown,06/20/2022,02/23/2016,8,46,Fairytale Park,47454,37,Weylin Greave,716296,08-11-1998,04/24/2023,20,Torn ACL,01/30/1992,11,768,3,03-11-1996,859,68814,Team Scarf,94,6299
2780,Tann Peirpoint,41,Brazil,Defender,10,Sharks,6294,1940,Tedd Badsworth,Gameleira,341,11/24/2022,Jombang,3,9,1,1,77834,5,98,42,Grand Arena Showdown,01-11-1983,09/20/2008,2,49,Pixel Park,62817,51,Xever Hindes,980207,08-04-1986,09-01-2008,20,Elbow Tendonitis,04-12-1982,4,899,3,10-02-1995,899,3205,Coach Clipboard,921,8181
2781,Suzy Yallowley,38,Madagascar,Goalkeeper,7,Bears,700,2007,Janella Stoddart,Andramasina,353,10/18/1999,Tacna,1,2,6,3,20786,2,87,91,Epic Clash Challenge,05-06-2019,01-08-2014,5,50,Pixel Park,72720,25,Nicolina Priel,389072,05-07-1995,03-04-2022,9,Hamstring,05/19/2017,4,775,7,02/14/2001,18,26376,Water Bottle Holder,849,3312
2782,Ceciley Masdin,35,China,Forward,5,Falcons,2325,1957,Kyle Du Plantier,Yanling,401,03/22/2018,Gachalá,7,6,6,4,17897,9,38,41,Elite Championship Challenge,11/25/2005,01-05-2022,6,31,Pearl Park,27413,75,Jobi Andreia,307194,11-01-2021,06-09-2018,2,Hamstring,06/15/1987,10,154,9,12-06-1991,428,84821,Referee Whistle,985,1514
2783,Ryon Hodgets,34,Nigeria,Goalkeeper,5,Bears,6300,1992,Nicko McHugh,Bama,460,07/26/2018,Torre,4,3,0,5,80431,9,44,25,Mega Masters Tournament,02-01-1993,04-01-2014,5,22,Copper Coliseum,35286,69,Sanderson Spearing,58109,03-12-1999,08/22/1981,9,Achilles Tendonitis,05/28/2013,10,329,1,11/13/2013,426,96975,Referee Whistle,786,9797
2784,Urbanus Como,37,Philippines,Defender,5,Panthers,819,1979,Eustacia Hawking,Siguinon,453,10/28/2022,Vanadjou,6,8,0,4,99199,8,62,15,Ultimate Showdown,09-05-1995,11-03-1990,8,18,Azure Arena,14081,44,Felita Petford,117084,12/15/1984,09/14/2017,9,Facial Laceration,09-03-1985,1,842,9,04/21/1989,790,90866,Goalkeeper Gloves,527,8406
2785,Giavani Buddell,32,Haiti,Forward,7,Sharks,9983,2022,Weidar Muncer,Acul du Nord,115,11/28/1996,Cergy-Pontoise,1,1,10,4,26095,7,15,59,Champion's Cup,05/14/1987,10/31/2014,2,39,Pixel Park,80387,86,Lucio Ida,852635,03/31/2018,11/13/1988,17,Elbow Tendonitis,06-12-1990,11,109,5,08/13/1993,533,18254,Soccer Ball,151,2544
2786,Nevil Whyler,38,Nigeria,Midfielder,2,Bears,7461,1953,Fidel Rivelon,Lafiagi,449,02-12-2002,Nowy Dwór Gdański,8,3,6,10,66921,5,61,42,Elite Championship Challenge,09/19/2011,12/24/2002,10,24,Copper Coliseum,54743,13,Licha Extill,488291,01/26/1993,04/13/1997,12,Neck Strain,12/18/2001,4,811,10,03/29/1987,722,38377,Coach Clipboard,132,6220
2787,Paulina Toomey,19,Armenia,Defender,9,Thunder,5895,1940,Tobias Hovee,Metsavan,285,05-04-1989,Zhangcun,6,10,7,5,91159,7,88,61,Gladiator Games,12/20/1990,02-08-1997,5,26,Amber Arena,41587,91,Blithe Oakshott,571822,01-12-2009,09/22/1988,19,Hamstring,01-05-2012,9,946,6,04-01-2006,85,47074,Training Cones,81,2354
2788,Maynord Doyle,35,Indonesia,Defender,9,Bears,6645,1951,Glen Clist,Watuagung,215,10-03-2008,Málaga,9,3,4,9,49999,2,41,38,Ultimate Warrior Showdown,02/27/2003,07-07-1994,10,27,Ruby Ridge Arena,4183,84,Teena FitzGibbon,436336,02/16/1990,06-09-2021,6,Rib Contusion,12/22/2003,5,16,10,05-09-2008,51,79499,Referee Whistle,893,3918
2789,Sansone Clarabut,31,China,Defender,4,Eagles,3754,1959,Shana Rosenfelder,Baolong,423,04-07-1983,Outeiro,4,1,0,5,34106,4,4,79,Epic Clash Challenge,10-05-1997,12-05-2020,10,30,Mythical Mansion,55620,39,Raymund Roche,589531,07/24/1982,01/27/1987,3,Elbow Tendonitis,05/13/1982,12,800,5,05-11-1996,871,48295,Sweatband Set,559,1888
2790,Rheba Roll,44,Russia,Goalkeeper,10,Wolves,5847,1988,Susy Allsebrook,Smolenskoye,254,05-08-2015,Kholm,1,7,4,2,83618,0,91,59,Elite Championship Challenge,03-10-1993,09/26/1985,1,16,Crimson Court,60012,96,Adrianne Gorton,289470,11/22/2011,03/15/2002,8,Pulled Quad,03/25/2016,9,489,7,03-02-2009,497,35598,Water Bottle Holder,928,932
2791,Onofredo Garn,31,Indonesia,Midfielder,7,Lions,3414,2023,Augustine Algore,Taraban Timur,268,03/17/1998,Zhangjiawo,2,2,2,6,44748,1,69,46,Master's Duel,10/28/1980,08/30/1980,2,48,Legend Land,6454,79,Neile Gostridge,155752,03-08-2005,01-02-2005,16,Wrist Sprain,08/23/2008,12,623,7,06/16/1993,50,74198,Football Jersey,209,7698
2792,Bertine Colston,31,France,Defender,4,Wolves,4475,1956,Jordon Soigoux,Toulouse,423,03-09-2016,Mobaye,2,3,5,9,7828,9,99,1,Epic Clash Challenge,09/29/1991,07-06-2020,9,27,Pixel Park,59424,24,Kenon Behr,221993,04/27/2004,02/22/2014,9,Calf Strain,07-03-1992,8,118,5,01/29/2021,213,52781,Referee Whistle,635,6852
2793,Joann Sugg,34,Greece,Forward,1,Sharks,3191,1963,Marcellina Castletine,Koilás,186,03/22/1989,Santa Cruz La Laguna,8,1,8,1,72501,9,26,10,Epic Clash Challenge,02/16/2011,06-10-1984,6,41,Galactic Gardens,27952,80,Artemis Finnes,708140,09/13/2019,02/28/1999,10,Shin Splints,03/22/1985,12,370,6,10-04-1985,517,87085,Sweatband Set,962,1260
2794,Reg Swaine,23,Portugal,Forward,6,Lions,2155,2003,Biddy Warratt,Cotovia,225,09/18/1991,Solnechnogorsk,10,9,7,9,20921,4,33,89,Mega Masters Tournament,11/29/1993,01-10-2003,6,40,Galactic Gardens,2394,27,Osbert Reide,809501,04/22/1987,12-02-1985,19,Plantar Fasciitis,03/24/2020,3,616,5,03/15/1987,611,12799,Coach Clipboard,539,8462
2795,Leslie Depka,28,Nicaragua,Goalkeeper,3,Bears,7838,1963,Erik Cropp,Masachapa,289,09-05-1991,Iqaluit,8,10,10,8,50004,0,97,34,Battle Royale Bash,04/23/1987,09/24/2023,9,48,Mythical Market,66920,91,Devin Bockett,311594,05-11-1983,05-11-1991,16,Plantar Fasciitis,11/14/1987,2,423,6,03/22/2016,258,83147,Soccer Ball,799,6006
2796,Daisie Rowley,35,Russia,Defender,5,Dragons,9470,1996,Tadio Jayume,Zheleznodorozhnyy,421,01/27/1995,Strumica,9,8,0,6,96476,10,38,23,Battle Royale Bash,12-08-1984,12-06-2016,4,33,Diamond Dome,54228,53,Ginnifer Torvey,950695,02-03-2012,07/31/2020,13,Shoulder Dislocation,07/27/2001,2,985,2,03-08-1987,164,77293,Stadium Seat Cushion,928,8968
2797,Lari Orto,38,Poland,Defender,9,Dragons,3445,1997,Gan Priddey,Radocza,290,02-09-1980,Cariamanga,9,1,10,4,95783,5,51,20,Ultimate Warrior Showdown,03-11-1984,12/22/2008,8,43,Crimson Court,74790,42,Aldin Stormonth,381268,07-05-1986,03-11-1995,19,Pulled Quad,01/25/1987,7,418,6,09-02-1990,645,25389,Stadium Seat Cushion,936,2941
2798,Yuma Mansion,40,Palestinian Territory,Midfielder,2,Lions,3047,2000,Quint Kenningham,Qalqīlyah,138,04/27/1990,Filothéi,6,6,0,3,39974,9,96,8,Grand Arena Showdown,07/14/2001,05-02-2015,1,30,Steel Stadium,13153,82,Ewan Tejada,698672,12/15/2001,09-12-2002,6,Calf Strain,10-10-2014,1,294,3,04/29/2001,516,4575,Soccer Ball,141,4939
2799,Storm Talks,21,Philippines,Midfielder,4,Bears,5335,1984,Brandice Jills,Cabungan,325,07-10-1982,Itapetinga,7,7,9,8,44007,5,24,16,Mega Masters Tournament,07-05-1992,03/14/1990,3,4,Magical Mall,65877,10,Debora Roskrug,944432,10/25/2008,02/17/2005,1,Hamstring,11-01-2022,8,428,5,05-02-2002,225,61091,Water Bottle Holder,783,2629
2800,Hadley Duggan,45,Portugal,Goalkeeper,10,Sharks,4930,2000,Carlita Stopp,Vila Chã,295,12/19/2022,Tatuí,3,3,4,6,23890,4,5,38,Battle Royale Bash,04/17/1993,07/20/2011,8,24,Mystic Meadow,42010,61,Alvy Bortoluzzi,753571,07-09-1987,05/21/1982,1,Concussion,03/23/2023,4,471,9,09/22/2006,994,31944,Goalkeeper Gloves,501,7574
2801,Rosana Stallard,45,Luxembourg,Defender,7,Falcons,6743,1947,Lorain Leathlay,Strassen,201,08-10-2008,Lepanto,8,10,10,4,37100,0,60,59,Legendary Battle Royale,12/31/1985,06-04-2022,4,36,Obsidian Oval,25874,8,Myrtia Probetts,396793,02/17/2002,02/20/2009,4,Turf Toe,10-01-2008,8,257,2,01-08-2014,52,9778,Referee Whistle,431,8337
2802,Phedra Vogel,25,China,Defender,10,Lions,4245,1953,Roderigo Ruppertz,Dongpu,495,05/28/2015,Szczerców,2,1,7,6,94490,7,94,36,Grand Arena Showdown,11/19/2005,11-02-1999,8,33,Mystic Meadow,55598,94,Ragnar Surmeir,415253,12/18/1986,03-07-2001,20,Plantar Fasciitis,10/31/2023,12,826,4,06-05-2006,722,40241,Football Jersey,990,3644
2803,Carley Verchambre,38,Ivory Coast,Forward,2,Dragons,7108,2022,Willie Kalf,Gagnoa,154,01/27/2003,Requião,7,6,6,8,67763,2,57,35,Legendary Battle Royale,04-01-2008,02-09-2023,6,22,Neon Nexus,8878,80,Prinz Enser,247413,04-08-2014,03-01-2002,12,Hip Flexor Strain,04-05-2015,4,842,2,05-09-1995,637,42733,Soccer Ball,646,4192
2804,Tomas Spiller,18,Thailand,Midfielder,6,Sharks,8987,1954,Amberly Dikes,Ban Huai Thalaeng,265,12/28/2002,Čeladná,2,6,9,4,19961,1,14,13,Grand Arena Showdown,03/31/1993,12-05-1998,6,40,Fairytale Park,98603,16,Neda Boyce,194523,12-02-2012,08/21/2001,13,Pulled Quad,04-11-2001,6,596,6,10-03-1988,280,62501,Goalkeeper Gloves,942,668
2805,Piper Seabrooke,18,Russia,Midfielder,4,Thunder,8881,2006,Allie Izakovitz,Pleshanovo,319,03-10-1999,Pofadder,3,3,2,6,88930,4,66,65,Epic Clash Challenge,10/31/2023,10-05-2007,9,12,Fairytale Park,86911,35,Tomaso Haken,217866,02/24/2021,04/22/2018,15,Hip Flexor Strain,06/27/2015,9,663,10,07-09-2011,867,56167,Coach Clipboard,378,2681
2806,Moore Pirson,33,Indonesia,Forward,9,Panthers,6643,1945,Rita Churchill,Jambu,220,02/26/1994,Cova da Iria,3,1,5,3,34142,1,89,23,Elite Championship Challenge,04-03-1981,04/26/1993,1,43,Enchanted Arena,66191,87,Cecilla Kezar,821711,07-10-1994,01/22/2018,19,Elbow Tendonitis,04/18/1989,4,525,1,12/17/1996,647,37646,Football Jersey,85,9217
2807,Ralina Timmis,23,Indonesia,Forward,7,Dragons,1860,2009,Batholomew Pratte,Kotingnatagete,499,09/28/2018,Şirvan,4,7,7,2,41748,4,73,71,Ultimate Showdown,03-07-2018,03/22/2020,10,50,Topaz Terrace,24400,2,Barry Stonuary,76773,01-07-2014,03-09-2005,6,Groin Strain,12-06-2020,12,324,6,12-04-2001,66,77332,Team Scarf,433,4797
2808,Cherry Sandyford,41,Russia,Goalkeeper,9,Dragons,2616,1977,Hadrian Davage,Dedenëvo,415,05-09-2021,Pithári,5,6,9,3,89081,9,91,42,Grand Arena Showdown,12-12-2016,09/25/2014,2,2,Heroic Hall,87105,32,Bartholemy Sandercock,652920,04-09-2013,06/26/2012,6,Elbow Tendonitis,06/17/1984,1,187,7,07/22/1988,516,9321,Goalkeeper Gloves,968,8582
2809,Mose Bousler,18,Cameroon,Defender,10,Lions,8010,2015,Trumann Purnell,Manjo,155,10/14/1991,Castelo,3,5,4,1,65133,5,42,77,Mega Masters Tournament,08/15/2007,03/19/2008,3,37,Silver City Stadium,52252,6,Denney Rhubottom,413640,08-05-2022,12/19/2003,20,Ankle Sprain,04-02-1984,2,243,3,10/14/2004,997,45511,Team Scarf,630,5717
2810,Pearle Kelsell,39,Netherlands,Goalkeeper,8,Tigers,8123,1957,Cart Hanlin,Best,187,03/19/2018,Sungsang,7,8,4,0,20673,10,52,31,Elite Championship Challenge,09-10-2005,03/17/1984,9,12,Topaz Terrace,96321,6,Glenine Sartin,699979,06/23/1987,01-01-2023,2,Pulled Quad,05/24/1982,5,898,8,08/17/1990,473,94658,Referee Whistle,14,2334
2811,Zorana Ettery,26,Indonesia,Goalkeeper,7,Eagles,9835,1941,Melodee Node,Wairinding,264,05/31/1999,Haramgai,9,4,6,9,33519,4,86,45,Elite Championship Challenge,03/25/2013,12/13/1999,6,10,Sunset Stadium,25776,23,Ivy O'Hagirtie,808459,03-05-1984,08/15/2015,13,Knee Injury,03-01-2003,7,417,10,07-12-2023,746,14317,Stadium Seat Cushion,839,7869
2812,Candis Heynel,28,Philippines,Midfielder,4,Bears,1332,1952,Andriana Rauprich,Polloc,401,11-06-1987,Romba,4,7,2,9,91373,8,48,18,Champion's Cup,05-10-2023,03/26/2013,9,23,Jade Junction,95127,96,Daryl Cantillon,719224,01/15/2012,07/24/2003,8,Hip Flexor Strain,06-09-2004,12,878,8,03-05-1983,307,69173,Team Scarf,753,3921
2813,Phillis Browse,28,Philippines,Forward,10,Thunder,851,2019,Avie Lorincz,Lalig,480,12-09-2010,Dobrzeń Wielki,9,6,8,2,36460,9,92,68,Gladiator Games,04-08-2023,12/16/1989,1,10,Platinum Pavilion,84476,71,Karolina Farrell,791028,08-12-2014,05-05-1989,6,Pulled Quad,02/26/2015,12,7,4,06/24/2005,980,57532,Water Bottle Holder,911,8406
2814,Ami Inderwick,29,China,Goalkeeper,5,Sharks,9305,1972,Dewain Camelia,Changchi,489,06-01-2023,Vale de Rolas,1,10,6,5,26603,9,74,18,Elite Championship Challenge,06-11-2019,01-04-2000,4,2,Steel Stadium,48739,67,Katerine Costall,289279,11-11-1999,08/17/1997,4,Shoulder Dislocation,01/22/1999,9,509,5,10/15/1993,133,19037,Goalkeeper Gloves,828,3073
2815,Shina Kilbourne,26,Russia,Goalkeeper,4,Lions,7962,1987,Sigvard Breem,Kalashnikovo,310,10/24/2005,Strasbourg,7,5,0,10,75433,10,87,68,Ultimate Warrior Showdown,04/24/1983,08/24/1982,3,24,Brass Ballpark,38086,60,Arvin Duling,364936,05-06-1998,03/31/2015,11,Ankle Sprain,12-12-2008,8,65,7,07-03-2001,915,62387,Water Bottle Holder,705,4704
2816,Jermayne Thackham,37,China,Forward,2,Tigers,8226,1984,Hyacintha Elsegood,Langxi,161,06/13/2001,Utrecht,1,7,10,6,28480,5,36,77,Ultimate Showdown,01/22/1985,02/17/2006,9,9,Galactic Gardens,19076,4,Dora Plevey,454598,06/27/2015,01-06-2020,2,Neck Strain,12-08-2018,10,245,9,11-06-1985,528,85828,Water Bottle Holder,399,12
2817,Raimondo Harses,31,Brazil,Goalkeeper,5,Falcons,1333,1999,Mickie Tolson,São Sebastião do Caí,257,01-08-2012,Asahbadung,1,6,2,6,46427,5,90,23,Elite Championship Challenge,04/27/1986,04-08-1989,6,30,Fairytale Park,8031,92,Dulcia Rosenblatt,314258,02/23/2022,04/22/1986,17,Calf Strain,05/19/2014,4,412,2,04/18/2010,250,93681,Referee Whistle,895,6193
2818,Tad Beachem,38,China,Forward,3,Falcons,794,1996,Artemis Auden,Sunjia,365,02/15/2023,Prioso Barat,8,6,10,2,85404,2,79,63,Grand Arena Showdown,04-09-2008,11-04-2016,5,37,Bronze Bowl,78906,19,Christie Bursnoll,489020,05-05-2008,07-12-2003,14,Plantar Fasciitis,12-01-2021,2,272,10,01-01-2007,811,79633,Referee Whistle,422,5222
2819,Daile Satch,33,Brazil,Goalkeeper,4,Tigers,6027,1951,Read Stolte,São Paulo,364,05/21/2001,La Sabana,5,2,2,9,12981,9,8,68,Legendary Battle Royale,06-05-2016,11-07-2002,8,22,Moonlight Arena,67911,51,Con Emmanueli,816411,09/20/1994,01/20/1989,15,Concussion,12-12-2022,2,671,1,05/18/1997,487,34663,Coach Clipboard,226,5162
2820,Letti Wagon,24,France,Midfielder,3,Sharks,7658,1972,Gae Give,Caen,397,07-01-2017,Kristinehamn,2,4,10,0,21408,0,13,20,Ultimate Showdown,04/17/1983,09/16/2012,9,1,Golden Gate Field,61020,47,Inglebert Swainger,713726,02-04-1993,12-02-1991,18,Elbow Tendonitis,07/22/1993,12,428,7,02/20/2006,503,91969,Referee Whistle,386,7086
2821,Devina Blamphin,32,China,Goalkeeper,9,Dragons,1614,1976,Jenifer Martino,Jinghong,114,06-11-1987,Saint-Denis,5,4,6,6,64928,7,51,35,Grand Arena Showdown,07/20/1990,09-02-2000,5,44,Mythical Mansion,93660,41,Dorelle Pettigree,485930,08/23/1991,07-10-1995,18,Torn ACL,02/22/1988,8,228,3,12/22/2011,994,78482,Goalkeeper Gloves,653,6816
2822,Veronica Alexandre,43,Canada,Goalkeeper,8,Tigers,1186,1988,Ashby Campion,Saguenay,197,12-03-2020,Huaxijie,4,3,5,10,27237,0,96,9,Legendary Battle Royale,11/25/2005,11-05-1996,3,22,Steel Stadium,43868,38,Booth Garfirth,628552,02/14/2018,07-06-1981,7,Calf Strain,02/22/2004,8,124,4,11-09-2017,640,12058,Goalkeeper Gloves,698,2202
2823,Olag Bentall,45,Israel,Midfielder,5,Wolves,9625,2014,Artemis Cowern,Kefar Yona,336,01/26/2010,Gálvez,1,10,2,8,20948,3,65,8,Grand Arena Showdown,06/15/1987,01/25/2016,3,39,Mythical Mine,84840,13,Emmye Klos,60896,01/16/2001,11/21/2006,6,Calf Strain,03/15/2012,4,897,1,11/26/1986,759,4249,Coach Clipboard,415,8667
2824,Elianora Kopacek,34,China,Midfielder,4,Wolves,7029,1996,Berkie Beebis,Jiaocun,418,06/29/2018,Ariguaní,2,1,5,1,47442,7,28,91,Gladiator Games,11/13/2022,01/30/2006,7,34,Azure Arena,33404,63,Etty Davidesco,937353,12/18/1984,01/24/2002,5,Facial Laceration,08-04-2003,12,868,4,08/14/1984,306,49075,Sweatband Set,152,1328
2825,Kizzee Magson,34,Portugal,Midfielder,3,Eagles,3913,1995,Carlina Pirkis,Carvalhinho,132,04/24/2004,Białaczów,9,1,1,2,91465,5,29,16,Ultimate Warrior Showdown,03-01-2007,03-02-1990,6,35,Golden Gate Field,25597,28,Emmalynne Minnock,309217,04-03-1989,10-03-1982,14,Rib Contusion,11-04-2012,2,790,3,04/19/1987,33,48906,Water Bottle Holder,787,9154
